ITS2_metazoa_luluotu_filt	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
ITS_Zotu277	6	0	2	0	6	10	0	0	1	8	1	1	164	0	0	2	43	0	1	0	496	0	172	408	129	0	0	0	14	1	24	0	6	0	1	12	2	0	2	10	0	0	2	0	24	5	0	0	7	0	0	0	16	3	0	3	10	0	3	2	42	57	74	0	29	213	0	2	5	5	0	2	1	0	3	0	0	60	0	32	0	1	10	10	0	1	0	7	0	2	4	0	0	0	0	68	1	7	4	0	4	54	1	14	0	43	0
ITS_Zotu288	0	0	0	0	0	0	4	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	2	2	0	0	17	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	1	3	0	10	0	0	7	0	28	9	2	544	215	3	4	64	38	5	0	58	202	12	67	36	47	35	59	169	79	44	1	37	52	19	5	68	16	280	7	45	0	0	6	0	1	0	11
ITS_Zotu1279	3	31	0	3	0	5	0	12	1	1	0	6	1	5	23	4	4	1	7	1	6	1	1	2	0	0	22	1	0	2	2	15	3	8	18	46	0	0	1	7	0	2	2	19	1	19	16	15	12	9	0	33	17	0	0	22	7	2	0	3	6	0	1	95	12	4	209	4	6	0	48	51	6	0	74	51	14	0	35	70	16	0	1	25	8	4	331	140	110	10	149	6	128	12	250	28	0	2	15	9	1	2	2	0	0	4	10
ITS_Zotu294	5	0	0	0	4	0	0	0	0	0	2	4	23	0	0	17	42	18	0	0	793	0	0	32	7	0	0	0	0	1	7	0	0	1	0	0	2	3	26	8	0	0	11	0	21	3	0	0	16	1	3	0	68	0	1	2	274	4	2	0	85	72	334	0	70	104	0	6	251	22	0	0	2	0	0	0	3	0	0	0	4	14	0	0	3	3	0	0	2	0	0	0	3	0	0	0	0	0	0	0	10	0	0	0	0	5	0
ITS_Zotu291	0	2	0	0	0	11	0	0	0	2	44	0	0	1	0	0	0	0	1670	0	36	3	0	0	0	0	0	0	0	0	0	0	0	230	3	0	0	0	2	0	17	0	2	0	0	52	0	0	0	23	0	0	0	4	231	0	0	0	28	0	0	8	18	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ITS_Zotu274	0	4	0	0	0	14	0	0	0	5	0	0	0	0	4	0	0	0	1	0	0	1	0	4	0	0	14	0	0	0	1433	0	0	0	831	44	0	0	15	0	0	3	5	0	0	0	13	0	0	0	10	0	1	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	6	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
ITS_Zotu296	0	17	8	0	0	22	11	6	0	14	0	0	1	10	17	0	4	0	2	0	0	5	6	0	2	0	0	0	9	3	0	0	9	37	0	0	0	0	0	0	0	0	38	0	0	3	0	0	0	2	4	2	0	0	0	0	6	0	0	0	9	18	0	39	2	0	59	2	21	189	45	5	17	18	59	2	24	61	50	31	37	39	2	1	35	308	175	0	18	271	81	3	104	169	258	0	3	38	5	0	9	1	0	0	9	1	3
ITS_Zotu2437	0	2	0	0	0	39	1	0	0	1	0	3	0	0	0	2	1	0	1	0	0	0	0	21	0	0	7	0	9	9	31	0	0	1	2	7	0	1	0	0	0	0	0	6	0	0	3	4	0	1	1	1	0	1	0	6	0	0	0	0	15	4	0	32	16	120	112	6	13	3	22	459	5	0	111	54	2	0	20	21	87	3	4	14	1	15	822	65	3	0	94	8	19	5	41	43	0	0	5	6	0	0	0	1	0	2	56
ITS_Zotu286	11	0	19	0	16	0	0	1	8	0	0	0	111	0	0	0	44	0	0	0	5	2	1	0	13	23	0	0	36	0	0	0	0	0	0	0	18	0	2	0	0	0	8	1	0	0	1	1	0	3	1	0	0	0	0	0	24	21	3	0	85	0	0	12	2	0	0	30	19	49	4	10	24	13	10	26	524	2	2	109	57	16	62	13	42	148	7	8	33	45	56	1	17	197	22	17	0	12	9	1	1	187	3	3	0	260	5
ITS_Zotu275	0	0	0	0	0	2	0	0	0	28	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	27	0	0	0	154	0	0	0	2084	3	0	0	7	0	0	14	9	0	1	0	24	0	0	0	12	0	134	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu1108	0	66	0	1	0	3	3	2	0	0	0	0	0	11	17	8	0	1	1	0	0	3	0	16	0	0	32	0	0	8	3	11	3	2	6	26	3	0	5	9	0	0	5	19	2	39	12	10	29	18	18	31	1	0	0	6	2	0	0	3	9	1	1	139	13	2	179	13	6	1	55	70	10	3	57	39	10	1	30	83	38	2	0	31	10	19	391	101	179	19	128	9	191	12	242	15	0	5	12	16	0	0	2	0	0	3	12
ITS_Zotu333	0	44	0	0	0	0	0	0	0	4	0	4	13	1	0	11	165	0	0	0	1368	1	0	17	149	0	2	0	12	1	0	1	4	0	0	0	3	7	304	0	3	0	13	0	1	6	0	0	15	0	15	0	29	0	2	0	42	0	0	4	0	2	2	4	0	3	0	0	0	4	0	2	0	0	0	1	0	0	0	1	0	1	0	167	2	67	0	17	0	3	0	10	0	6	24	1	0	0	0	3	0	25	0	0	0	13	0
ITS_Zotu358	0	0	0	0	1	0	94	1	1	0	1	0	1	0	0	27	6	3	0	0	230	0	0	20	22	0	1	0	0	0	5	0	0	2	0	2	17	128	38	5	17	95	0	0	36	5	26	1	69	2	0	0	18	20	0	277	16	56	1172	0	0	17	9	82	0	0	0	0	20	3	0	0	0	0	1	0	1	0	2	0	4	3	0	14	0	0	0	0	0	0	4	0	0	4	29	0	1	4	0	0	0	2	0	0	2	3	0
ITS_Zotu266	0	0	0	0	6	0	0	86	0	1	94	13	0	2	0	1	0	0	0	0	62	102	0	0	0	0	27	0	0	3	25	0	0	1	110	0	0	0	4	0	2	0	8	0	10	0	1015	0	290	0	18	0	13	0	0	0	2	0	766	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu282	1	0	5	0	7	0	19	8	0	22	0	0	22	0	0	0	8	0	0	0	0	0	10	0	1	1	0	0	15	15	0	0	9	0	1	0	4	1	1	0	0	0	12	0	2	9	0	0	2	0	1	0	0	9	0	0	2	2	1	0	30	19	33	13	12	0	8	8	28	20	1	21	462	4	0	83	23	49	0	294	469	11	0	10	54	234	2	84	60	158	15	17	50	65	61	34	0	19	2	13	0	21	0	0	1	7	0
ITS_Zotu257	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1995	0	0	0	97	0	0	0	481	0	0	0	6	0	7	0	4	0	0	0	2	1	0	0	40	0	0	0	7	0	0	0	12	0	0	0	0	0	0	0	46	0	0	5	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	2	0
ITS_Zotu248	0	6	0	0	0	3	0	0	0	5	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	251	0	0	2	177	0	0	14	137	0	0	0	61	0	0	0	1757	0	0	2	50	0	0	0	114	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu279	3	449	0	0	2	39	9	0	0	16	0	0	10	9	0	3	9	0	0	10	1	17	0	0	3	0	63	0	1	21	2	0	2	62	0	2	6	0	2	4	0	0	3	0	3	24	1	1	0	2	0	2	0	0	0	2	19	2	0	0	0	13	1	56	2	0	91	21	3	43	290	22	4	2	27	79	9	16	16	31	198	1	10	62	19	27	33	156	10	37	40	194	60	49	24	53	0	3	61	33	2	63	152	0	0	1	13
ITS_Zotu251	0	0	123	0	9	141	5	0	0	0	1090	0	0	11	8	0	0	0	38	0	0	190	0	0	0	3	24	0	0	0	655	0	0	10	29	0	0	0	60	0	0	0	13	0	0	37	164	0	11	0	8	0	0	0	0	0	0	9	0	0	0	18	145	0	0	24	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0
ITS_Zotu281	132	0	0	0	62	4	0	3	1	0	77	0	5	0	0	0	66	0	0	0	0	22	0	0	2	0	1	1	16	0	362	0	0	0	7	0	0	0	25	0	0	0	151	0	0	0	1102	0	1	0	32	0	0	0	0	0	63	0	58	0	421	0	4	0	0	18	0	15	0	6	0	0	0	0	0	0	0	24	0	0	0	0	0	4	0	76	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	51	0	35	0	17	0
ITS_Zotu188	1	5	2	2	0	0	1	1	0	2	0	0	20	97	1	4	3	3	0	0	0	8	2	0	2	3	4	0	59	0	0	1	39	121	0	1	7	1	0	0	4	7	12	0	1	6	0	0	0	0	0	0	0	3	0	0	41	3	0	0	551	3	0	15	300	0	30	83	167	0	11	0	126	5	15	12	89	1	5	18	99	0	3	1	148	46	22	1	104	36	64	0	108	3	159	0	127	0	41	0	1	1	2	0	4	34	3
ITS_Zotu262	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	939	0	0	1	1910	0	0	0	20	0	0	0	35	0	0	7	7	0	0	0	3	0	0	0	12	0	0	0
ITS_Zotu250	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	1	1	0	0	0	265	0	0	1330	22	0	0	0	43	2	0	0	42	27	0	70	44	3	0	9	629	5	0	7	18	0	0	5	167	20	0	0	18	78	6	34	2	9	0	5	0	119	0	0	0	0	0	0	0	0	0	0	8	12	0	0	6	0	0	0	9	0	0	0	1	0	0	0	1	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu329	0	5	0	0	0	3	0	1	0	0	0	0	6	4	1	0	27	32	0	0	4	2	0	0	7	2	17	1	43	5	3	1	29	1	7	1	9	17	0	0	0	0	3	0	0	0	6	0	0	0	9	4	1	1	1	0	2	0	0	0	25	0	0	32	16	0	2	26	361	66	8	52	40	17	0	42	19	16	0	375	47	12	22	220	30	464	1	19	15	198	32	21	46	417	73	17	1	23	2	19	28	3	0	1	0	27	2
ITS_Zotu351	2	71	1	0	0	46	0	0	0	42	4	0	17	17	1	0	14	0	11	0	2	13	0	0	11	2	107	0	8	33	67	0	1	115	82	0	9	0	16	0	0	0	57	0	2	9	34	0	1	0	28	0	0	0	0	0	4	0	0	0	3	3	0	22	5	0	55	15	46	172	34	88	32	40	28	39	66	56	20	41	43	35	3	38	93	189	213	24	42	208	58	22	73	306	87	22	3	35	1	6	0	12	6	3	1	2	0
ITS_Zotu325	0	3	18	0	2	184	11	0	0	1	2	3	22	0	1	1	6	0	1	0	2	8	0	1	5	1	1	0	10	4	59	0	45	2	2	1	10	8	1	0	0	6	26	0	0	28	1	0	9	0	7	0	0	1	0	1	32	3	2	0	97	28	53	24	693	376	46	95	49	0	5	11	18	0	290	28	32	2	14	31	65	28	1	9	68	25	29	25	37	183	36	8	6	22	76	70	0	0	2	3	9	1	0	0	4	6	8
ITS_Zotu246	0	0	1	0	0	1	49	0	0	1	25	0	0	1	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	36	0	0	0	42	0	0	0	29	0	0	0	69	128	0	0	83	0	0	0	39	0	0	0	48	0	0	0	29	0	0	0	2307	0	0	1	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ITS_Zotu908	2	78	10	0	1	19	11	2	2	10	0	3	5	1	3	3	19	5	2	0	2	21	6	0	4	7	107	0	8	24	16	1	4	10	8	2	14	0	6	0	0	11	3	0	1	28	10	0	0	6	18	0	0	3	0	3	6	6	0	0	11	5	0	56	15	3	81	20	23	31	29	76	66	6	133	63	159	18	7	55	210	10	9	70	282	129	74	108	64	115	94	65	64	220	71	144	0	6	7	6	1	20	13	1	12	25	5
ITS_Zotu249	3	1	0	0	6	16	0	0	0	2	9	0	0	0	0	0	0	0	15	15	2	1	0	52	0	2	0	0	7	1	9	1	0	5	0	553	0	0	18	14	0	0	38	2	3	30	0	13	7	0	5	0	206	0	1	22	1	0	18	2	93	140	168	34	10	116	58	3	0	9	758	3	19	2	54	20	0	131	21	3	0	26	19	80	3	6	31	4	2	27	100	77	5	25	29	7	0	0	6	3	0	0	23	2	0	1	0
ITS_Zotu539	0	44	0	13	0	33	0	9	2	18	34	0	3	19	0	3	0	0	0	2	0	408	0	0	0	0	16	3	0	10	0	0	0	65	1	7	0	0	0	1	0	0	2	0	0	0	63	2	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	123	1	0	236	2	0	0	80	48	0	0	139	98	0	3	59	115	0	2	2	43	0	16	245	118	0	20	558	12	0	28	483	12	0	1	14	2	0	0	1	1	0	0	6
ITS_Zotu211	0	2	4	0	0	3	7	0	0	14	20	0	0	1	29	0	0	0	479	0	0	142	2419	0	0	0	0	0	0	18	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	6	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	10	0	0	0	12	0	0	0	18	0	0
ITS_Zotu245	0	2156	0	0	0	40	0	0	0	93	0	0	0	56	0	0	0	11	1	0	0	53	7	0	0	4	71	0	0	29	0	0	0	102	2	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	448	0	0	0	2	0	0	0	15	0	0	0	28	0	0	0	20	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu247	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	0	10	0	0	9	127	0	0	0	13	0	0	0	2432	0	0	0	15	0	0	7	13	0	9	0	474	0	0	0	15	0	33	0	5	0	1	0	69	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ITS_Zotu243	30	0	0	0	9	7	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	17	0	0	18	0	0	0	10	0	223	0	3	4	1	0	5	1	23	0	0	396	48	0	384	0	1277	0	44	0	3	0	8	1	0	0	0	6	133	0	0	4	0	0	0	400	0	0	0	5	0	0	0	0	0	0	0	52	0	0	0	6	0	0	4	19	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	45	0	0	7	102	0
ITS_Zotu319	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	25	0	0	0	9	0	0	0	291	0	0	0	10	0	0	1237	1238	0	0	0	514	0	0	0	23	2	0	0	18	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	15	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu223	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	34	0	0	0	0	290	0	0	0	8	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	2925	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu284	6	0	20	1	68	0	0	5	0	3	3	202	14	0	5	1	2	0	1	7	175	0	0	152	17	0	5	0	3	2	43	0	6	0	3	73	4	1	0	3	2	0	7	1653	4	3	1	7	2	0	3	3	18	0	0	3	0	0	0	0	0	1	0	7	0	0	3	0	4	5	3	88	4	0	28	16	0	0	0	10	0	12	10	30	1	0	0	16	0	2	0	16	0	0	0	210	14	0	21	2	51	101	76	160	69	2	2
ITS_Zotu219	0	0	0	1	0	3	0	0	0	0	0	0	0	45	1	0	0	7	0	0	0	9	1	22	91	0	71	0	2	0	105	8	7	70	53	0	9	98	0	0	0	10	0	6	4	3	0	0	4	6	0	0	1	3	0	0	15	4	0	0	0	6	0	225	0	0	43	0	20	11	34	210	0	0	45	59	0	4	30	47	0	0	35	441	2	0	1187	41	1	0	88	23	0	0	93	44	82	0	1	17	11	7	0	13	0	0	59
ITS_Zotu267	0	6	4	9	0	7	0	13	2	4	0	24	0	2	0	12	3	3	0	8	0	4	0	32	1908	70	4	228	196	2	128	0	165	0	2	0	199	0	19	0	28	1	0	0	59	0	0	0	42	0	4	0	44	0	0	0	89	0	0	0	0	0	0	0	0	0	0	5	0	100	0	1	0	1	0	0	2	1	29	1	0	0	0	0	11	7	1	0	0	2	0	0	0	11	0	0	0	4	0	21	0	37	0	15	5	0	0
ITS_Zotu254	0	5	0	24	0	0	0	23	0	0	0	3	1	0	0	7	10	0	0	8	0	0	0	1	0	0	3	0	0	0	0	1	5	0	0	4	8	0	0	1	0	0	0	0	0	0	21	21	0	0	1	6	0	0	0	0	4	0	0	0	4	0	0	108	33	0	165	72	0	0	99	55	0	0	90	455	0	0	33	194	0	0	8	66	0	1	114	87	0	18	1199	36	0	28	494	27	0	0	9	14	0	0	5	2	0	0	12
ITS_Zotu244	1	3	22	0	17	5	7	0	0	14	11	3	8	0	8	11	0	2	186	1	787	0	6	20	2	0	45	0	0	0	55	0	2	34	506	3	1	26	10	0	0	84	49	0	2	22	11	1	0	2	9	0	34	4	3	0	13	12	4	0	0	153	43	11	1	25	1	0	11	24	5	6	41	17	54	36	0	89	17	7	12	52	19	137	3	18	0	188	29	166	80	33	0	109	2	26	12	6	5	31	1	38	16	2	15	2	3
ITS_Zotu233	0	584	0	0	7	3	0	2	1	13	4	0	0	1	6	0	0	0	16	0	0	26	0	0	0	3	1714	0	1	5	77	0	2	128	292	0	5	0	46	0	0	0	92	0	0	86	116	0	13	0	63	0	1	0	7	0	0	1	1	0	3	7	125	3	0	5	23	0	0	0	3	3	0	0	1	3	4	0	1	4	0	17	0	4	14	0	3	5	20	1	8	0	0	1	14	0	0	0	0	2	0	0	0	0	1	2	0
ITS_Zotu1339	3	12	2	2	0	38	22	5	1	9	14	0	8	18	11	0	39	22	0	4	0	17	0	8	5	7	1	0	5	51	0	0	2	1	10	0	42	0	5	0	0	5	5	5	0	6	2	1	0	6	14	5	0	0	1	0	1	0	0	0	15	6	0	230	5	0	87	32	4	44	95	62	0	15	67	27	3	6	19	73	18	4	21	52	12	153	579	14	8	64	304	11	12	373	663	5	7	12	6	6	3	17	1	1	11	9	31
ITS_Zotu218	0	12	0	0	0	4	0	0	0	17	0	0	0	13	5	0	0	19	3	0	0	0	0	7	2	19	86	0	0	1	82	0	0	186	320	172	0	199	73	2	0	58	59	0	0	37	1	0	0	2	5	0	4	2	0	1	0	30	0	0	16	384	5	0	0	49	0	0	1290	2	0	0	6	0	3	0	58	0	0	0	131	0	0	0	65	15	0	0	85	12	1	0	11	0	29	0	12	0	0	1	12	0	0	0	8	0	0
ITS_Zotu323	0	43	0	0	53	43	28	0	0	2	9	0	5	1	2	2	3	3	6	0	0	4	0	5	0	1	17	0	1	50	26	0	1	27	0	0	0	46	59	0	0	46	141	0	0	143	8	0	26	6	45	0	0	3	25	0	14	1	22	0	35	494	1468	79	29	103	2	18	49	0	5	0	2	0	1	0	2	3	0	0	92	167	1	0	27	19	8	0	2	30	0	0	1	4	0	0	4	2	0	0	8	6	0	28	10	4	0
ITS_Zotu234	0	0	21	6	0	0	5	0	0	0	0	0	0	0	0	3	3	0	1	0	0	0	1	0	0	23	0	0	24	0	0	4	0	15	0	0	13	20	0	0	0	13	6	0	0	0	1	1	0	15	11	0	0	29	0	0	10	448	0	0	281	90	0	1623	31	0	62	209	0	7	53	2	34	0	57	42	51	0	40	3	3	0	39	98	0	20	74	1	0	0	55	0	0	15	69	5	0	0	0	1	0	0	0	29	0	7	0
ITS_Zotu232	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	1	0	44	0	3	1	0	7	3581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	4	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu270	0	56	8	0	0	0	0	3	0	0	0	0	63	2	26	1	31	5	0	2	0	6	0	24	4	9	0	2	9	5	0	1	86	4	13	0	48	5	0	0	0	9	4	0	2	4	0	0	3	3	3	1	0	13	0	0	1	114	0	0	11	10	0	53	50	0	10	13	14	83	13	83	17	9	13	18	38	65	11	49	17	21	10	222	34	219	86	19	418	669	15	17	19	483	234	24	0	27	15	21	0	0	3	8	0	3	4
ITS_Zotu231	0	0	0	0	0	31	0	0	1	13	0	0	0	0	0	23	0	2	0	0	0	0	2	6	0	2	2	0	2	2	6	0	0	0	89	9	0	0	3	0	0	0	0	2	0	0	6	0	0	11	4	0	0	0	0	0	0	0	0	0	0	2	0	16	0	0	323	0	26	0	10	134	18	3	18	67	17	0	11	74	15	0	0	33	37	19	319	1301	23	3	29	59	748	0	24	89	0	0	54	39	1	0	0	0	0	0	9
ITS_Zotu235	8	7	0	0	9	21	0	0	2	4	27	1	15	0	0	8	30	0	234	0	214	13	2	2	41	0	17	0	3	4	60	0	2	10	251	0	61	0	35	5	10	0	15	0	3	18	489	4	10	0	89	87	82	0	1	0	414	2	125	4	3	62	242	3	59	351	4	157	0	30	0	0	1	0	0	0	0	4	0	4	2	4	0	2	1	2	2	0	0	1	67	0	1	5	1	1	0	53	0	27	0	237	0	0	0	9	0
ITS_Zotu212	0	4	4	0	1	3	0	0	0	3	0	1	0	0	0	2	0	0	1	0	391	0	0	127	0	11	0	0	2	3	0	0	3	11	0	43	1	0	0	8	0	0	0	0	1	0	0	2	34	0	0	0	95	0	0	0	25	11	0	3004	0	2	0	0	0	0	3	0	0	0	0	3	0	0	0	1	2	0	2	0	2	0	0	0	0	2	0	6	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu264	0	98	0	6	0	24	0	0	1	2	5	12	11	0	2	3	12	0	5	0	4	30	13	0	5	0	47	0	8	2	20	1	16	9	0	0	29	0	3	0	0	15	5	4	1	23	16	0	0	1	10	3	0	5	3	8	24	17	3	0	211	2	1	98	152	78	153	310	12	12	36	38	96	0	531	130	6	0	25	38	9	1	15	67	178	61	70	144	21	37	198	24	45	66	80	281	3	0	10	12	0	0	10	20	11	25	9
ITS_Zotu230	2	0	0	0	3	0	0	0	0	5	1	1	1	0	2	31	44	0	0	0	557	0	0	77	95	0	9	0	41	0	16	0	5	1	292	1	5	0	53	76	0	0	25	0	82	5	25	0	26	0	19	0	48	0	0	4	1248	0	15	1	587	0	143	1	21	28	1	37	0	5	0	0	0	0	2	0	0	0	2	3	0	14	0	64	0	7	115	0	0	0	5	0	0	0	4	0	0	0	0	0	0	10	0	0	0	5	1
ITS_Zotu241	2	0	5	2	3	0	0	0	12	10	0	0	128	0	0	0	3	1	0	0	1	0	8	0	17	2	0	0	5	0	0	0	32	10	0	0	15	11	5	0	8	20	0	0	9	0	0	0	16	4	0	0	356	230	0	0	77	332	0	0	0	10	0	0	7	11	0	0	84	3	0	0	2137	0	0	33	86	0	0	0	86	0	0	0	59	0	0	1	51	2	1	0	33	0	0	0	0	1	0	1	0	2	0	0	0	1	0
ITS_Zotu289	0	3	0	10	0	5	1	0	2	0	0	2	1	3	0	0	6	0	0	0	301	3	0	1721	7	0	0	0	32	7	0	0	13	1	7	205	15	0	4	40	0	0	0	3	2	0	1	7	0	0	2	5	2	0	0	27	3	1	0	10	20	2	0	68	5	0	15	11	7	36	13	15	1	19	8	46	2	9	6	36	37	14	0	18	19	194	78	11	11	107	159	1	74	274	161	1	0	20	1	1	0	0	0	3	0	15	5
