ITS2_metazoa_luluotu_filt	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
ITS_Zotu157	0	2	2	0	0	420	6	0	0	7	0	0	0	161	1	0	0	5	3	0	0	6	2	0	0	0	8	0	0	12	213	0	0	128	3	0	0	7	0	0	0	10	3	0	0	3	1	0	1	0	0	0	0	7	0	0	0	1	0	0	0	16	0	0	0	1583	0	0	205	0	0	0	208	0	0	0	115	0	0	0	268	0	8	0	247	1	0	0	145	0	0	0	114	0	0	0	114	0	0	0	3	0	0	0	4	0	0
ITS_Zotu236	0	0	0	52	0	0	0	1	0	0	0	0	0	0	0	7	6	0	0	3	0	0	0	3	0	0	0	0	2	0	0	0	11	0	0	29	0	0	0	5	0	0	0	0	0	0	22	22	0	0	0	4	5	0	0	0	1	0	0	2	29	0	0	63	81	0	149	34	0	1	77	22	0	0	95	736	0	1	57	64	0	0	0	29	0	8	88	56	0	28	1955	32	0	15	203	37	0	0	1	12	0	2	6	5	0	3	3
ITS_Zotu207	0	2	8	9	0	3	4	93	0	2	235	0	0	0	16	2	0	0	1	1	1	6	260	3	1	0	3	0	1	32	91	1	8	0	80	0	0	0	8	0	0	2	42	0	0	3	37	0	0	0	10	0	0	1	0	0	0	0	2711	0	0	1	91	0	0	0	0	0	0	213	0	0	7	2	0	0	0	4	0	32	0	22	1	1	0	13	0	0	0	6	0	0	0	0	3	4	5	0	0	0	2	6	0	85	5	1	0
ITS_Zotu216	0	3	0	4	1	6	0	3	1	0	2	2	15	13	1	1	142	1	63	0	0	0	2	0	3	2	1	1	15	4	7	1	10	47	2	0	201	10	0	0	1	6	28	0	1	23	0	0	1	1	38	3	1	3	0	0	101	2	0	0	232	195	0	30	214	12	18	1842	82	8	12	2	91	2	18	4	22	4	7	24	31	0	2	5	51	12	15	4	16	16	69	1	26	226	203	0	14	0	0	0	2	5	0	0	3	19	0
ITS_Zotu190	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	108	0	4054	0	0	0	142	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
ITS_Zotu255	3	0	0	4	0	5	1	8	0	5	0	5	16	0	7	7	8	0	0	1	0	1	0	10	5	0	2	0	5	0	1	1	23	0	6	2	9	0	0	4	1	4	4	4	2	8	1	1	5	2	15	9	0	0	0	0	9	0	0	1	76	0	0	104	133	0	387	70	1	0	214	373	0	0	110	201	4	0	28	259	4	0	5	66	37	39	634	302	58	62	242	89	65	41	410	107	0	0	40	19	1	0	34	4	8	0	37
ITS_Zotu199	0	1130	0	0	0	66	0	0	0	62	0	14	0	25	0	269	1	0	0	0	12	39	0	344	3	0	39	0	9	45	0	26	20	218	2	219	3	0	0	61	1	0	0	43	4	55	32	98	1	0	0	36	5	0	0	1460	1	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu172	0	0	0	0	0	8	0	0	0	0	7	2	0	2	0	0	0	0	35	0	263	0	0	1743	5	1	0	0	3	0	0	0	1	68	0	87	1	32	0	18	2	41	8	5	180	15	0	4	0	846	0	0	2	24	0	41	0	188	3	4	0	570	0	6	0	0	2	2	7	1	3	0	11	0	105	0	22	1	2	0	21	0	0	0	20	0	2	0	9	0	2	0	89	9	2	0	7	0	0	0	0	0	0	0	0	0	0
ITS_Zotu202	1	2	25	0	0	12	992	0	1	14	781	0	8	9	52	0	17	8	52	0	0	217	18	0	62	22	21	0	41	65	13	0	12	3	30	0	28	14	0	0	0	0	4	0	9	35	75	2	3	4	12	0	3	0	0	0	2	1	0	0	20	63	0	2	1	0	1	22	49	40	4	0	4	12	0	63	11	143	0	3	296	0	0	8	21	341	6	0	5	70	30	1	11	244	11	2	66	40	0	0	259	4	0	0	67	23	0
ITS_Zotu209	2	3	1	1	0	75	3	9	0	3	0	1	10	0	12	0	4	2	1	8	0	30	5	0	0	0	1	0	23	1	54	0	3	1	1	0	1	0	2	2	4	35	21	0	4	6	2	1	0	5	0	5	0	2	0	1	35	1	1	0	489	1	0	32	150	185	14	37	38	8	178	46	83	0	30	155	68	42	23	359	59	4	32	29	859	84	13	32	162	72	61	361	128	30	157	91	1	2	7	17	0	18	9	4	37	20	4
ITS_Zotu185	0	71	0	0	0	43	0	0	0	120	0	0	0	1903	0	0	0	0	0	0	0	45	0	0	0	0	85	0	0	10	122	0	0	123	475	0	0	0	1471	0	0	0	48	0	0	0	72	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ITS_Zotu194	1	44	0	0	11	41	57	0	0	25	30	0	31	760	6	2	29	0	2	0	204	57	73	4	26	0	34	0	4	0	41	0	1	8	112	1	14	2	596	5	0	0	30	0	3	64	641	0	357	0	15	0	48	0	4	0	77	69	13	0	103	87	400	0	28	203	0	0	120	69	0	0	1	0	0	0	1	1	0	0	4	7	0	0	0	13	0	0	0	6	0	0	0	1	0	0	9	1	0	0	5	14	0	0	2	11	0
ITS_Zotu237	0	3	0	0	0	1	18	0	0	1	0	0	12	0	0	0	56	0	0	0	0	0	0	0	4	0	0	0	74	6	0	0	23	0	0	0	150	0	0	0	0	0	11	0	0	1	2	2	0	1	16	2	2	0	0	0	0	0	0	0	91	0	0	9	3	0	0	100	3	96	1	4	0	18	2	3	2	45	0	95	2	17	0	12	1	1376	0	0	1	264	17	3	17	2012	29	37	0	18	0	1	1	0	0	1	0	43	0
ITS_Zotu210	71	0	0	0	21	0	0	2	34	2	3	3	24	0	2	12	187	14	0	2	1557	3	0	185	263	0	1	1	62	0	4	0	13	0	95	227	40	5	20	9	7	0	10	0	172	33	72	0	30	0	2	0	170	0	0	8	26	0	5	1	1	0	28	14	0	3	1	5	0	12	1	4	2	14	60	12	0	21	2	20	0	8	0	68	0	10	59	94	0	21	5	2	0	74	77	169	0	100	0	126	4	196	0	101	1	33	2
ITS_Zotu181	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	477	0	4	0	19	0	0	1	4	0	0	0	6	3	1837	41	2	21	4	1	0	49	0	0	1	0	2	1	1	0	3	0	3	0	4	0	7	0	1	33	0	0	0	0	0	17	1	11	0	0	0	11	0	0	1	4	0	0	0	1976	0	0	67	111	0	0	0	4	0	0	0	4	0	0	1	8	0	5	0	6	0	0	0
ITS_Zotu182	0	0	0	0	0	2	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	72	0	0	0	19	0	0	0	4460	0	0	0	5	0	0	9	16	0	0	0	59	0	0	0	2	0	2	0	7	0	0	0	23	0	0	6	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ITS_Zotu164	0	209	0	1	0	75	0	2	0	46	4	4	0	19	15	4	0	0	106	4	0	22	0	44	0	1	39	164	9	16	185	0	1	2240	4	746	0	11	3	13	0	17	3	5	0	390	5	4	0	7	0	0	49	13	0	4	0	9	0	0	0	25	0	6	5	2	1	0	0	0	0	4	0	3	0	1	0	1	14	0	0	0	1	127	0	0	0	4	50	76	0	0	0	0	0	0	0	0	0	12	0	0	0	6	0	0	0
ITS_Zotu173	0	449	0	0	0	2819	429	7	0	373	258	169	0	19	0	1	0	0	1	0	0	137	2	0	0	1	3	0	0	18	69	0	0	20	34	0	0	0	0	0	0	0	0	0	0	22	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	1	1	0	0
ITS_Zotu193	0	0	762	0	18	15	30	0	2	0	20	0	3	0	21	0	0	0	14	0	0	1	11	0	0	4	0	0	0	0	239	0	0	0	1	0	0	0	174	0	0	0	16	0	0	10	29	0	4	0	8	0	0	0	4	0	3	2	14	0	0	1	939	0	0	2189	0	0	0	101	0	0	0	1	0	0	4	3	0	0	0	130	0	0	0	4	0	0	0	4	0	0	0	0	0	0	55	4	0	0	1	22	0	0	6	2	0
ITS_Zotu198	0	0	160	0	12	184	15	0	0	0	96	0	0	10	21	0	0	0	26	0	0	75	3	0	0	0	1	0	0	5	430	0	0	4	12	0	0	0	163	0	0	0	121	0	0	9	79	0	1	0	11	0	0	0	0	0	0	0	11	0	2	71	674	0	0	2262	0	0	0	116	0	0	0	0	0	0	0	7	0	0	0	241	0	0	0	11	0	0	0	7	0	0	0	0	0	0	42	5	0	0	0	2	0	0	2	1	0
ITS_Zotu195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	9	0	0	544	0	0	0	0	0	0	0	0	0	0	0	127	4	0	0	3106	0	0	0	3	0	0	0	3	2	0	10	0	4	0	0	72	745	0	0	0	19	0	0	0	9	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu191	0	0	0	0	1	0	5	0	0	0	231	0	2	2	0	0	28	0	2	0	0	5	0	0	16	0	16	0	0	3	7	0	0	0	8	0	0	0	4219	0	0	0	22	0	0	12	78	0	0	0	230	0	0	0	6	0	14	0	4	0	0	0	10	0	0	2	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	29	0	0	0	0	0
ITS_Zotu183	7	207	0	0	2	2848	0	0	0	141	0	0	6	78	7	0	12	21	0	0	4	146	0	1	0	16	1	0	12	82	222	0	0	424	6	0	0	0	0	0	0	0	2	0	7	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	60	0	0	14	11	0	17	18	1	0	9	7	60	0	3	19	2	2	73	13	12	1	5	210	4	0	7	54	15	0	6	0	0	0	6	0	9	0	0	0	94	0
ITS_Zotu174	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	1	0	6	22	0	0	17	8	14	0	3	13	0	0	3	4	0	0	4	20	0	0	0	13	0	0	926	398	37	0	1374	0	0	0	156	0	433	0	10	0	1067	17	0	26	0	0	0	23	1	0	0	104	0	3	0	40	0	1	0	13	35	2	0	82	0	0	0	48	0	0	0	31	1	0	0	0	0	0	0	0	3	0	0	0
ITS_Zotu187	3	0	0	5	30	8	0	0	2	0	0	5	19	0	0	10	116	0	0	0	1324	0	0	25	77	0	0	0	8	0	2	0	17	0	3	1	9	0	10	1	0	0	6	0	2	3	0	0	8	0	8	1	97	0	1	37	45	0	1259	7	34	0	106	1	7	149	0	0	1	20	0	5	8	0	50	5	0	7	7	2	0	17	2	29	3	89	0	10	63	367	2	1	13	119	1	212	0	52	0	114	0	204	0	52	0	130	0
ITS_Zotu180	0	3815	153	0	2	119	6	0	0	104	3	0	6	63	5	0	0	1	1	0	0	90	14	0	0	2	160	0	0	92	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	0	0	0	18	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	11	0	0	0	8	0	0
ITS_Zotu179	2	0	0	0	1	0	0	1	0	0	16	2	0	0	0	9	0	0	0	0	2125	1079	0	23	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	12	0	0	0	4	0	0	0	4	0	0	15	0	0	22	0	0	2	1	24	0	10	0	43	0	9	0	402	0	59	289	30	0	88	6	749	0	0	1	3	0	0	25	1	0	78	9	2	0	0	2	8	0	3	2
ITS_Zotu175	0	11	0	0	0	31	107	0	0	2	19	0	0	0	3	0	0	12	57	0	0	0	5	0	0	0	6	0	0	75	0	0	0	2	2	0	3	28	4	0	0	1	54	0	5	44	1	1	5	43	3	0	0	5	1	0	0	0	9	0	0	420	59	0	2	0	2	7	424	7	1	11	154	0	0	46	82	15	0	4	2134	7	0	2	207	5	0	1	234	3	7	4	767	49	0	16	0	5	0	0	10	0	0	0	2	0	0
ITS_Zotu168	7	8	0	17	1	0	0	4	0	0	39	47	0	0	0	4	31	0	0	0	49	24	0	0	10	0	4	0	3	0	7	0	3	0	12	13	2	0	44	0	0	0	44	0	185	0	852	0	7	0	18	0	372	3	1	0	64	243	3112	0	8	8	42	0	0	4	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ITS_Zotu177	1	0	2	0	6	2	4	0	1	0	9	7	46	1	3	57	36	0	4	0	2689	2	5	231	44	0	1	0	19	5	0	0	5	0	4	69	28	0	209	21	0	0	47	0	15	15	57	0	80	7	13	0	114	0	0	31	425	0	3	2	786	0	277	0	17	4	0	80	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	11	0	0	0	3	0	0	6	2	0	0	8	0	0	0	5	4	0	6	2	16	0
ITS_Zotu221	0	2	0	0	0	13	2	0	0	0	65	33	0	0	0	3	0	3	169	0	870	1	0	29	1	0	6	0	0	5	4	0	0	49	2	0	0	361	19	0	0	106	126	0	0	246	0	0	21	37	10	0	62	31	1	0	33	37	18	2	4	2771	361	0	0	18	0	0	7	4	0	0	1	0	0	0	3	0	0	0	40	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0
ITS_Zotu192	0	7	5	0	0	2	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	2	34	0	0	3	0	0	0	2	0	0	0	19	1	0	0	28	2	0	0	16	3	0	0	0	0	0	0	17	0	14	0	239	4	0	133	1971	0	0	3	23	0	0	7	0	0	11	128	6	0	0	2510	18	0	0	78	0	0	0	89	3	0	0	81	0	0	0	72	0	0	0	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu176	9	4559	0	0	494	51	0	0	20	78	0	0	9	32	0	0	10	1	0	0	2	61	0	0	0	0	76	0	0	20	0	0	0	93	1	0	0	0	0	0	0	0	0	0	0	92	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	20	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	8	0
ITS_Zotu170	19	143	0	32	0	2055	1	28	0	53	228	2165	0	87	0	29	1	57	20	17	56	146	0	26	0	30	7	19	0	52	57	0	0	50	6	1	0	0	0	0	0	1	0	0	0	18	14	0	6	41	0	0	74	0	0	10	15	0	0	0	0	10	0	0	0	19	0	0	1	0	0	0	0	0	133	4	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	114	0	0	94	6	0	1	0	0	0	0	24	0	0	0
ITS_Zotu169	0	0	0	1	3	4	1	1	0	0	0	50	0	0	0	162	0	0	0	0	299	0	0	31	0	0	0	0	0	13	0	1	0	0	0	910	4	1	2	11	0	0	3	6	0	2	0	3	57	2	4	22	3672	0	0	23	100	0	0	0	0	10	13	12	1	20	1	3	6	0	10	22	2	0	10	15	5	0	3	241	45	2	0	4	8	1	13	13	6	0	21	3	54	1	152	14	0	0	0	6	0	0	0	0	0	0	2
ITS_Zotu269	1	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	215	0	0	0	21	0	3	0	0	0	5	0	0	38	0	0	0	0	2	0	3	0	0	0	1	0	1	0	37	0	0	0	255	0	0	9	0	155	0	0	0	42	0	0	0	110	0	0	0	60	0	0	0	693	0	0	0	3936	0	0	0	460	0	0	0	56	0	0	0	0	0	0	0	12	0
ITS_Zotu204	87	42	37	16	234	0	0	6	0	1	0	161	28	9	1	7	12	0	0	18	1085	1	0	247	20	0	10	0	8	21	59	0	15	4	19	874	6	0	65	9	57	2	0	29	80	0	1	0	34	0	3	0	174	0	0	3	12	0	3	0	0	0	0	8	0	0	2	0	2	13	8	85	9	9	110	383	0	55	2	75	0	73	86	138	0	6	5	15	0	0	9	98	0	4	2	513	6	0	65	28	118	220	255	228	47	102	6
ITS_Zotu148	0	0	0	0	0	0	88	0	1	0	53	3	0	17	0	6	0	3	216	0	182	0	2	29	0	0	10	1	16	82	1	0	0	99	0	3	0	106	0	0	0	97	139	0	0	103	0	0	1	66	0	0	9	82	0	0	23	84	0	0	224	4087	0	1	27	0	74	11	13	0	0	0	5	0	0	0	9	0	4	0	261	0	0	0	11	21	10	16	19	0	1	0	20	2	1	0	9	0	1	0	0	0	0	0	1	18	0
ITS_Zotu203	13	14	0	10	1	7	16	0	0	0	0	0	12	0	0	17	19	0	0	43	2	0	0	4	37	0	5	1	4	12	0	2	7	0	0	0	22	0	29	20	0	5	3	0	5	3	13	13	1	8	6	0	0	0	0	0	307	1	3	2	56	40	0	279	95	1	374	165	7	83	1056	78	20	0	199	511	6	44	40	71	246	27	63	189	31	10	86	232	15	54	331	549	70	38	78	138	0	1	86	38	0	60	184	23	1	6	31
ITS_Zotu167	0	82	0	0	0	1	0	0	1	2	7	0	2	0	2	0	5	0	57	0	3	29	1	0	3325	0	55	0	269	0	36	0	289	33	2	0	285	17	23	0	54	450	5	0	85	435	0	0	50	19	1	0	61	30	0	0	211	33	0	0	0	33	0	0	0	0	0	6	0	389	0	0	0	0	0	0	0	4	0	0	1	0	0	0	73	4	0	0	9	3	0	0	15	2	0	0	0	0	0	0	0	140	0	0	23	3	0
ITS_Zotu184	3	18	145	7	13	34	1	0	0	344	2	38	17	17	53	4	28	171	0	0	562	36	6	60	6	32	32	0	3	9	87	0	5	7	323	266	7	13	2	1	0	62	0	17	0	0	1	0	4	0	6	2	42	1	0	1	1	9	0	0	1	0	0	16	0	0	5	1	76	29	1	6	26	12	10	10	276	18	2	46	3	67	42	210	233	56	0	114	58	134	38	41	39	31	70	42	505	0	15	1	1349	85	2	34	718	19	0
ITS_Zotu151	21	29	0	0	0	125	19	18	0	25	0	1	21	9	5	1	1	23	0	3	139	37	2	895	0	17	9	0	20	527	7	1	23	4	87	82	5	1	0	38	1	0	2	3	29	4	1	13	0	40	0	14	0	0	0	12	0	1	10	1	56	12	0	54	74	0	60	20	30	56	38	8	21	17	21	47	23	606	10	136	120	18	11	149	43	322	19	137	24	669	99	28	814	316	488	19	0	13	40	21	1	0	137	2	0	13	7
ITS_Zotu145	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	4	0	0	0	0	13	0	0	303	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	44	0	0	0	373	0	0	0	6170	0	0	0	0	2	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ITS_Zotu162	1	1	27	0	6	0	37	18	24	32	0	3	57	3	31	2	22	18	0	6	4	24	57	11	34	10	0	5	2	20	9	0	0	0	0	0	2	1	9	3	0	21	1	1	0	0	0	0	0	0	0	6	14	22	0	0	41	5	0	0	1	3	1	30	1	2	31	6	200	83	51	457	846	3	79	72	366	11	257	791	277	41	14	29	299	53	287	64	77	49	36	54	43	52	383	223	9	351	25	94	23	299	84	0	442	52	28
ITS_Zotu143	12	262	4	0	69	99	247	0	6	0	110	0	3	16	5	0	1	0	0	0	0	50	0	0	2	0	43	0	5	1	408	0	0	0	107	0	0	0	752	0	0	0	228	0	0	23	715	0	2	0	0	0	2	0	0	0	8	0	14	1	5	1	388	0	0	2404	0	0	0	136	0	0	0	0	0	0	0	110	0	0	1	47	0	0	0	38	0	0	1	2	0	0	0	0	0	0	8	174	0	0	1	529	0	0	2	276	0
ITS_Zotu153	9	0	18	7	20	0	7	0	33	0	0	0	58	3	16	2	60	1	0	1	29	0	9	0	31	0	6	4	33	0	1	0	0	6	0	4	0	2	4	6	0	0	2	0	0	0	1	1	0	0	0	0	2	0	0	0	36	0	0	0	88	0	0	8	29	0	55	2	6	41	15	13	0	2	15	62	0	6	28	12	0	8	10	13	8	51	3	161	0	103	539	20	0	13	70	112	636	89	590	715	349	1515	249	7	104	1181	18
ITS_Zotu200	0	7	253	0	39	74	203	0	0	0	197	0	2	10	18	0	1	0	4	0	0	20	9	0	0	0	18	0	3	1	543	0	0	0	2	0	0	0	236	0	0	0	92	0	0	24	135	0	1	0	19	0	0	0	11	0	4	0	48	0	3	28	990	0	0	3891	0	0	0	94	0	0	0	3	0	0	3	26	0	0	1	213	0	0	0	26	0	0	0	2	0	0	0	3	0	0	104	4	0	0	1	3	0	0	2	3	0
ITS_Zotu154	4	387	116	0	9	6	15	0	116	12	46	0	12	4	53	4	47	3	348	5	2	3	6	0	17	25	172	0	193	27	6	0	27	121	22	0	98	119	3	0	1	109	54	0	70	1641	1	0	14	41	13	0	13	119	2	0	66	56	1	0	603	620	87	0	160	7	42	662	20	7	27	13	19	4	0	30	40	20	0	14	54	17	0	14	16	91	2	209	130	7	9	29	2	130	12	13	20	12	10	8	13	4	2	0	12	66	0
ITS_Zotu131	0	88	0	0	0	987	4	26	0	61	221	2	3	72	6	6	0	45	41	0	0	120	0	12	0	89	23	0	4	89	46	0	10	359	41	1	1	1	0	0	0	5	2	6	0	12	34	0	0	75	0	9	0	0	0	0	0	3	0	0	26	10	0	7	8	0	82	5	51	17	29	718	45	5	27	124	52	8	1	1000	93	7	1	81	58	179	162	348	88	140	11	122	1358	25	273	153	35	0	16	58	0	0	3	4	2	10	28
ITS_Zotu158	0	57	0	0	16	62	0	0	0	1	20	0	11	0	0	0	0	7	20	0	0	1	0	0	0	0	17	0	23	3	19	0	11	15	1	0	2	95	81	0	0	12	391	0	0	819	3	3	72	0	107	0	0	4	36	0	55	6	56	0	436	316	3533	4	423	305	0	51	579	0	0	0	12	0	4	0	19	0	5	0	106	48	0	0	35	10	5	0	24	15	13	0	21	1	1	0	0	0	0	0	4	0	0	0	0	5	0
ITS_Zotu156	0	4	63	24	0	24	1845	0	0	0	0	0	0	2	84	0	5	1	0	0	0	1	29	5	0	1	1	0	12	91	0	56	0	0	4	27	26	1	0	21	0	0	5	73	0	1	1467	1467	0	28	2	93	0	2	0	31	0	0	0	17	13	65	0	21	1	0	0	30	18	23	0	15	9	5	0	135	15	15	0	9	298	5	1	150	31	259	4	2	25	20	246	5	567	318	12	6	67	2	0	1	64	0	0	4	103	6	3
ITS_Zotu126	0	0	0	135	0	0	0	7703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	7	1	0	0	1	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu144	0	0	11	0	2	0	0	0	0	0	0	94	0	0	0	278	0	0	0	0	400	0	0	8	0	9	0	0	6	0	1	0	0	5	0	765	0	19	7	2	0	9	10	0	0	18	0	2	102	9	12	0	5660	11	9	10	156	193	1	0	89	24	109	0	10	8	0	4	0	0	0	0	2	0	0	0	54	1	0	0	1	8	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0
ITS_Zotu142	0	113	0	0	91	24	29	0	0	108	0	0	0	10	79	0	0	568	0	0	0	30	2	0	0	3	278	0	0	8	1386	0	2	0	5058	0	0	3	23	0	1	4	14	0	0	8	53	0	6	0	29	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	10	8	0	0	0	35	0	0	0	54	0	0	0	65	0	0	0	54	0	0	4	0	0	0	0	2	0	0	0	0	0	0	14	0	0	0	0	1	0
