	id1	id10	id100	id102	id106	id109	id11	id114	id115	id117	id118	id12	id123	id125	id13	id130	id131	id132	id133	id134	id135	id136	id137	id138	id14	id141	id144	id146	id147	id148	id149	id157	id16	id160	id161	id164	id166	id171	id174	id176	id178	id182	id183	id185	id187	id188	id189	id19	id196	id198	id199	id2	id20	id201	id202	id203	id204	id205	id207	id208	id209	id21	id210	id211	id216	id218	id220	id224	id226	id227	id231	id232	id237	id239	id240	id248	id249	id25	id250	id251	id253	id254	id258	id259	id26	id260	id262	id264	id265	id269	id27	id272	id276	id277	id278	id279	id282	id283	id284	id285	id286	id287	id289	id29	id290	id291	id293	id294	id295	id296	id299	id304	id306	id307	id308	id309	id31	id322	id323	id328	id330	id331	id333	id335	id341	id348	id351	id354	id355	id359	id360	id37	id38	id381	id387	id389	id394	id395	id396	id397	id398	id399	id401	id406	id407	id43	id45	id46	id48	id50	id51	id52	id53	id6	id60	id61	id66	id67	id68	id70	id71	id72	id73	id75	id78	id79	id84	id86	id9	id97
id147	0	0	0.8815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id148	0	0	0	0	0	0	0	0	0.8733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9266	0	0	0	0	0	0	0	0	0	0	0.9203	0.8998	0	0	0	0	0	0	0	-0.8595	0	0	-0.7533	0	0	0	0.7917	-0.8048	0	0	0	-0.8814	0	0	0	-0.8167	0	0	0	0	-0.8378	0	0	0	0	0	0	0	-0.8658	0	0	0.8367	0.8238	0	0	0	0	0	0	0	0	0	-0.7769	0	0	0	0	0	0	0	-0.7892	0	0	0	0	0	0	0	0	0	0	0.7943	0	0	-0.7857	0	0	0	0	-0.7879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8471	0	0	0	0	0	0	0	0	0.7503	0	0	0	0	0	0	0	0	0
id149	0	0	0	0	0	0	0	0	0	0.9408	0	0	0	0	0	0	0	0.9149	0	0.9294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9323	0	0	0	0	0	0	0	0	0	0	0	0.7352	0	0	0	0	-0.8396	0	0	0	0	0	0
id157	-0.8051	0	0	0	0	0.8265	0	0	0	0	0	-0.7843	0	0	-0.7921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9087	0	0	0	0	0.8494	0.7652	0	-0.8399	0	-0.8207	0	0	-0.8134	0	0	0	0	0.8853	0	0.873	0	0	0	0	0	0	-0.8759	0	0	0	-0.8338	-0.7782	-0.7784	-0.82	0	0	-0.8798	0	0	0	0	-0.8636	0	0.7922	0	-0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8047	0	0	0	0	0.7651	0	0	0	0	0	0	0	0	0	0	-0.776	0.7912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7942	0	0	0	0	0.8209	0	0	0.7691	0	0	0	0	0	0.7309	0	0	0	0	0	0	0	0	0.8856	0.7402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id16	0	0.8602	0	0	0	-0.8574	0	0	0	0	0	0.8311	0	0	0	0	0	0	0.8122	0	0	0	0	0	0	0	0	0	0	0	0	-0.9087	0	0	0	0	0	-0.8191	-0.8037	0	0.8626	0	0.8405	0	0	0.8745	0	0	0.8255	0	-0.9325	0.8378	-0.8902	0	0	0.8361	0	0	0	0.9295	-0.8263	0	0	0.9046	0	0.9091	0.874	0	0.8228	0.9196	0	0	0	0	0.8943	0	-0.873	0.7919	0.8338	0	0	0.8263	0	-0.8953	0	-0.7951	0.8312	0	0	0	0	0	0	0	0.8344	0	0	0	0	0	0	0	0	0	0	0	0	0.8115	0	0	0	-0.8509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8992	0	0	0	0	-0.8544	0	-0.769	-0.7969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9162	-0.7798	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id160	0	0	0	0	-0.7942	0	0	0	0	0	0	0	0.7148	0	0	-0.7582	0	-0.8095	0	-0.7517	0.793	0	0.8296	0	0	0	0	0.9049	0	0	0	0	0	0	0	0	0.892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7366	0	0	0	0	0	0.7839	0	0	0	0	0	0	0	0	0	0	0	0.7894	0	0	0	0	0
id161	0	0	0	0	0	0.7426	0	0	0.8794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9119	0	0	0	0	0	0.9203	0	0	0	0	0	0.9084	0	0	0	0	0	0	0	-0.845	0	-0.8097	-0.7266	0	0	0	0.7934	-0.8198	0	0	0	-0.8922	0	0	0	-0.8298	0.7301	0	0	0	-0.8462	-0.7756	0	0	0	0	0	0	-0.8703	0	0	0.8311	0.8332	0	0	-0.7664	0	0	0	0.8025	0	0	-0.8248	0	0	0	0	0	0	0	-0.7785	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7956	0	0	0.7658	0	-0.7751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8502	0	0	0.7756	0	0	0	0	0	0	0	-0.7927	0	0	0	0	0	0	0
id164	0	0	0	0	0	0	0	0	0.8749	0	0	0	0	0	0	0	0	0	0	0	0.7854	0	0	0.9118	0	0	0	0	0	0.8998	0	0	0	0	0.9084	0	0	0	0	0	0	0	0	-0.8542	0	-0.7989	-0.751	0	0	0	0	-0.8038	0	0	0	-0.8703	0	0	0	0	0	0	0	0	-0.8314	0	0	0	0	0	0	0	-0.8882	0	0	0.8307	0.7864	0	0	0	0	0	0	0.7798	0	0	-0.7784	0	0	0	0	0	0	0	-0.7589	0	0	0	0	0	0	0	0	0	0	0.7393	0	0	-0.7947	0	0	0.7662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7294	0
id166	0	0	0	0	-0.7784	0	0	0	0	0	0.7789	0	0.7368	0	0	-0.855	0	-0.7979	0	0	0	0	0.8786	0	0	0	0	0.8558	0	0	0	0	0	0.892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8343	0	0	0	0	0
id171	0	0	0	0	0	0.8654	0	0	0	0	0	0	0	0	0	0	0	0	-0.835	0	0	0	0	0	0	0	0	0	0	0	0	0.8494	-0.8191	0	0	0	0	0	0.8615	0	-0.9171	0	0	0	0	-0.8435	0	0	0	0	0.9159	-0.8218	0.7987	0	0	-0.8236	0	0	0	-0.8727	0.8356	0	0	-0.8188	0	-0.8072	-0.8067	0	0	-0.8927	0	0	0	0	-0.8897	0.8287	0.8043	0	-0.7679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7766	-0.8464	0	0	0	0	0.7794	0	0	0	0	0	0.765	0	0	-0.8274	0	0	0.8494	0	-0.7976	-0.8614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8996	0	0.8261	0.8718	0.7712	0	0	0	0	0	0	-0.7992	0	0	0	0	0	0	0
id174	0	0	0	0	0	0.7869	0	0	0	0	0	0	0	0	0	0	0	0	-0.8545	0	0	0	0	0	0	0	0	0	0	0	0	0.7652	-0.8037	0	0	0	0	0.8615	0	0	-0.8161	0	0	0	0	-0.7636	0	0	-0.824	0	0.8462	-0.8116	0	0	0	-0.777	0	0	0	-0.7968	0	0	0.7659	-0.827	0	-0.8087	-0.7481	0	0	-0.8112	0	0	0	0	0	0.8124	0.7913	-0.7656	0	0	0	0	0	0.865	0	0	0	0	0	0	0	0	0	0	-0.734	0	0	0	0	0.7483	0	0	0	0	0	0	0	0	0	0	0	0.8328	0	0	-0.8437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7973	0	0	0	0	0	0	0	-0.8229	0	0	0	0	0	0	0
id176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id178	0	0	0	0	0	-0.8886	0	0	0	0	0	0	0	0	0	0	0	0	0.9091	0	0	0	0	-0.7748	0	0	0	0	0	0	0	-0.8399	0.8626	0	0	0	0	-0.9171	-0.8161	0	0	0	0.8734	0	0	0.9506	0.797	0.8671	0.8419	0	-0.9487	0	-0.7898	0.8287	0	0.8792	0	0	0	0.9411	0	0	0	0.9161	0.8655	0.8708	0.8989	0	0.9136	0.9712	0	0	0.867	0	0.9737	-0.8553	-0.8489	0	0.8494	0	0	0	0	-0.8597	0	0	0	0	0	0	0	0	0	0.8149	0.9119	0	0	0	0	-0.7687	0	0	0	0	0	-0.7795	0	0.8693	0.912	0	0.8361	-0.8909	0	0	0.8876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8087	0	-0.8915	0	-0.8766	-0.8919	-0.8602	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.808	0	0	0	0	0	0	0	0	-0.7996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7252	0	0	0.8306	0	0	0	0	-0.8408	0.8155	0	0	0	0.8231	0	0	0	0	-0.8648	0	0	0.7656	0	0.8073	0.7822	0	0	0.7974	0	0	0	0	0.8151	0	0	0	0	0	0	0	0	0	0	0	0.7583	0	0	0	0	0	0	0	0.812	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7981	0	0	0	0	0.816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7817	0	0	-0.787	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7686	0
id183	0	0.7897	0	0	0	-0.822	0	0	0	0	0	0	0	0	0.772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8207	0.8405	0	0	0	0	0	0	0	0.8734	0.7252	0	0.8588	0	0.8804	0	0.8375	0	0	-0.8489	0	-0.7527	0.8166	0	0.8106	0	0	0	0.9101	0	0	0	0.8681	0.8835	0	0.8612	0	0.8043	0.8872	0	0	0	0	0.9047	0	0	0	0.7941	0	0	0.7964	0	0	0	0	0.8041	0	0	0	0	0	0	0	0.8516	0	0	-0.7817	0	-0.778	0	0	0	0	0	-0.7624	0	0.7885	0.8178	0	0.8643	-0.8076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8446	-0.8143	0	0	0	0	0	0	0	0	0	0	0	0	0.7872	0
id185	0	0	0	0	0	-0.8009	0	0	-0.7711	0	0	0	0	0	0	0	0	0	0	0	-0.7959	0	0	-0.8874	0	0	0	0	0	-0.8595	0	0	0	0	-0.845	-0.8542	0	0	0	0	0	0	0.8588	0	0	0.8858	0.852	0.8049	0	0	-0.834	0	0	0.834	0	0.913	0	0	0	0.908	0	0	0	0.8412	0.942	0	0.8581	0	0.8792	0.8135	0	0	0.9219	0	0.9021	-0.8575	-0.8224	0	0.7881	0.8553	0	0.7792	0	0	0	0	0.874	0	0	0	0	0	0	0.792	0.847	0	0	0	0	0	0	0	0	0	0	-0.8376	0	0	0.8542	0	0.8171	-0.8385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8642	0	0	-0.8194	-0.7638	0	0	0	0	0	0	0	0	0	0	0	0	0.7946	0
id187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id188	0	0.8143	0	0	0	-0.854	0	0	0	0	0	0.8465	0	0	0	0	0	0	0.8557	0	0	0	0	-0.8576	0	0	0	0	0	0	0	-0.8134	0.8745	0	-0.8097	-0.7989	0	-0.8435	-0.7636	0	0.9506	0.8306	0.8804	0.8858	0	0	0.8367	0.8481	0.8408	0	-0.9323	0.8646	0	0.8094	0	0.9406	0	0	0	0.9637	-0.8127	0	0	0.8994	0.9147	0.8863	0.9021	0	0.9121	0.9309	0	0	0.9076	0	0.9561	-0.8672	-0.8829	0	0.8225	0.804	0	0.8551	0	-0.8748	0	0	0.8865	0	0	0	0	0	0	0.8158	0.9207	0	0	0	0	-0.752	0	0	0	0	0	0	0	0.8	0.91	0	0	-0.8866	0	0	0.8504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8829	0	-0.8207	-0.8908	-0.8121	0	0	0	0	0	0	0	0	0	0	0	0	0.8242	0
id189	0	0	0	0	0	-0.716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7551	0	0	-0.8074	0	0	0	0	0	-0.7533	0	0	0	0	-0.7266	-0.751	0	0	0	0	0.797	0	0	0.852	0	0.8367	0	0	0	0	-0.7386	0	0	0.8299	0	0	0	0	0	0.8095	0	0	0	0.7271	0.855	0	0	0	0.7478	0	0	0	0.8537	0	0.8143	0	0	0	0	0	0	0	0	0	0	0	0.7293	0	0	0	0	0	0	0	0.7892	0	0	-0.8121	0	0	0	0	0	0	0	-0.7842	0	0	0.8357	0	0.8405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8206	0	0	0	-0.7606	0	0	0	0	-0.7253	0	0	0	0	0	0	0	0.7963	0
id19	0	0	0	0	0	0	0.8312	0	0	0	0	0.8911	0	0	0.8235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8671	0	0.8375	0.8049	0	0.8481	0	0	0.8781	-0.7999	-0.848	0	0	0	0	0.8416	0	0	0	0.8467	0	0	0	0.864	0	0	0.9145	0	0.8624	0.8672	0.8284	0	0	0	0.8911	-0.8626	-0.8201	0	0.8337	0.8426	0	0.8305	0	0	0	0	0.8317	0	0	0	0	0	0	0.7428	0.8054	0	0	0	0	-0.8721	0	0	0	0	0	-0.821	0	0.8893	0	0	0	-0.8941	0	0	0.799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.911	-0.8346	0	-0.9355	-0.8563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8252	0	0	0	0
id196	0	0	0	0	0	0	0	0	0	0	0	0.9042	0	0	0	0	0	0	0.9273	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8255	0	0	0	0	0	-0.824	0	0.8419	0	0	0	0	0.8408	0	0.8781	0	-0.7162	-0.8745	0.8147	0	0	0	0.8739	0	-0.7606	0	0	0	0	0	0.9151	0	0	0.8526	0	0.92	0	0.825	0	0	0	0.8378	-0.9224	-0.936	0	0.7883	0.839	0	0.8442	-0.8346	-0.9572	0	-0.8307	0.8719	0	0	0	0	0	0	0	0	0	0	0	0	-0.7611	0	0	0	0	0	0	0	0.8783	0	0	0	-0.9349	-0.8984	0	0.8803	0	0	0	0	0	0	0	0	0	0	0	-0.7307	0	0	0	0	0	0	0	0	0.7598	-0.9045	-0.8967	-0.8398	-0.8956	-0.9077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id198	0	0	0	0	0	0	0	0	0	0	0	-0.7346	0	0	-0.7157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7999	-0.7162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7244	0	0	0.761	0	0	0	0	0	0	0	0	0	-0.727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7652	0	0	0	0
id199	0	0	0	0	0	0.8998	0	0	0	0	0	-0.8917	0	0	-0.8459	0	0	0	-0.8981	0	0	0	0	0.8171	0	0	0	0	0	0.7917	0	0.8853	-0.9325	0	0.7934	0	0	0.9159	0.8462	0	-0.9487	-0.8408	-0.8489	-0.834	0	-0.9323	-0.7386	-0.848	-0.8745	0	0	-0.8962	0.8608	0	0	-0.9186	0	0.7525	0	-0.9537	0.8715	0	0	-0.9312	-0.8502	-0.916	-0.9151	0	-0.891	-0.9535	0	0	-0.8362	0	-0.9503	0.9077	0.9371	0	-0.8626	0	0	-0.8342	0	0.9213	0	0	-0.8634	0	0	0	0	0	0	0	-0.9059	0	0	0	0	0.7834	0	0	0	0	0	0	0	-0.849	-0.8608	0	0	0.9312	0	-0.8485	-0.9021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8027	0	0	0	0	0.8527	0	0	0.8285	0	0	0	0	0	0	0	0	0	-0.7902	0	0.8805	0	0.862	0.926	0	0	0	0	0	0	0.7859	-0.7927	0	0	0	0	0	-0.7684	0
id2	0	0	0.8385	0	0	-0.7996	0	0	0	0	0	0	0	0	0	0	0	0	0.9093	0	0	0	0	-0.8385	0	0	0	0	0	-0.8048	0	0	0.8378	0	-0.8198	-0.8038	0	-0.8218	-0.8116	0	0	0.8155	0	0	0	0.8646	0	0	0.8147	0	-0.8962	0	0	0	0	0.9018	0	0	0	0.873	-0.8538	0	0	0.8584	0	0.9467	0.7806	0	0.8526	0.8135	0	0	0.8399	0	0.8251	-0.8368	-0.8778	0	0	0	0	0.7888	0	-0.8878	0	0	0.801	0	0	0	0	0	0	0	0.8351	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8546	0	0	-0.8336	0	0.8207	0.8846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8326	0	0	-0.825	0	0	0	0	0	0	0	0.7987	0	0	0	0	0	0	0
id20	-0.7653	0	0	0	0	0.8128	0	0	0	0	0	-0.7548	0	0	-0.789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.873	-0.8902	0	0	0	0	0.7987	0	0	-0.7898	0	-0.7527	0	0	0	0	0	0	0	0.8608	0	0	0	0	0	0	0	0	-0.8261	0	0	0	-0.78	0	-0.7684	-0.7854	0	0	-0.8579	0	0	0	0	-0.8193	0	0.7839	0	-0.714	0	0	0	0	0.7794	0	0	0	0	0	0	0	0	0	0	-0.763	0	0	0	0	0.7481	0	0	0	0	0	0	0	0	0	0	0	0.7924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.791	0	0	0	0	0.7943	0	0	0	0	0	0	0	0	0.7305	0	0	0	0	0	0	0	0	0.8539	0	0	0	0	0	0	0.7387	0	0	0	0	0	0	0	0
