Sample	Motu204	Motu214	Motu184	Motu182	Motu213	Motu181	Motu179	Motu178	Motu180	Motu175	Motu176	Motu177	Motu174	Motu215	Motu172	Motu171	Motu168	Motu169	Motu166	Motu167	Motu162	Motu163	Motu164	Motu165	Motu161	Motu160	Motu157	Motu159	Motu152	Motu158	Motu153	Motu151	Motu149	Motu148	Motu154	Motu144	Motu142	Motu147	Motu143	Motu140	Motu145	Motu138	Motu141	Motu146	Motu136	Motu131	Motu137	Motu134	Motu132	Motu133	Motu130	Motu128	Motu129	Motu126	Motu123	Motu127	Motu122	Motu135	Motu125	Motu121	Motu119	Motu118	Motu117	Motu114	Motu115	Motu113	Motu108	Motu112	Motu111	Motu107	Motu99	Motu104	Motu102	Motu109	Motu95	Motu96	Motu97	Motu98	Motu94	Motu91	Motu89	Motu90	Motu93	Motu84	Motu86	Motu85	Motu83	Motu82	Motu81	Motu79	Motu77	Motu78	Motu101	Motu73	Motu75	Motu74	Motu69	Motu80	Motu67	Motu70	Motu66	Motu63	Motu64	Motu60	Motu62	Motu61	Motu57	Motu59	Motu58	Motu54	Motu53	Motu65	Motu68	Motu49	Motu50	Motu48	Motu51	Motu44	Motu40	Motu39	Motu41	Motu106	Motu42	Motu43	Motu35	Motu36	Motu100	Motu34	Motu30	Motu31	Motu28	Motu29	Motu32	Motu76	Motu71	Motu26	Motu103	Motu25	Motu23	Motu52	Motu87	Motu22	Motu20	Motu18	Motu17	Motu15	Motu19	Motu14	Motu11	Motu10	Motu9	Motu16	Motu7	Motu8	Motu5	Motu21	Motu3	Motu1	Motu2
HKSW3Feb	0	0	0	3	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	6	8	0	0	0	0	1011	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	10	1	1	10	2789	1616	0	0	0	0	0	0	12	0	0	0	0	11	0	0	0	0	0	0	0	528	0	0	0	0	8	0	0	1	0	0	0	0	4336	0	24	0	4	0	0	7	0	10	13	0	10	4	0	0	0	2	0	2854	0	0	7	0	6	0	2524	1	4	229	0	0	1	0	5	27	1	1	9	0	0	40	3	0	47	7	77	4911	0	357	0	381	55	95	5286	0	4967	371	7	5912	0	9633
HKSW3May	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	25	0	1740	0	491	0	0	0	717	0	0	0	0	0	0	9	0	0	1065	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6376	0	9	0	1	0	0	0	15	0	0	0	0	0	0	0	15	0	11	3	1541	0	0	24	0	0	0	1	1	8	1	0	889	0	0	0	0	1413	112	0	0	0	2	1134	4	1599	0	10155	1	0	24	40	2433	131	1	1641	9	5244	0	3773	0	7612
HKSW3Nov	0	15	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	73	0	0	0	0	0	0	0	73	0	5143	0	0	0	0	24	0	0	0	0	23	0	0	0	0	0	0	0	0	39	0	0	0	74	9	1	0	5045	110	1639	68	375	2	25	0	95	1	0	0	27	7	235	0	43	17	431	1632	125	2	379	2098	1181	29139
LTCC1Aug	5	4	27	0	0	0	0	0	0	0	0	0	4	13	1	22	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	25	0	0	0	0	0	0	0	6	0	0	32	0	0	0	0	0	0	3	0	0	0	0	5	0	10	0	6	54	5	0	0	0	0	0	0	3	0	0	0	7	0	5	0	0	1	7	7	2	0	0	0	359	0	8	3	0	10	3	0	13	0	0	16	0	12	0	12	6	17	411	0	0	0	5	0	5	580	31	31	10	8	115	0	16	15	5	0	103	0	13	189	191	115	5	4	288	113	19	0	105	1	0	610	20	161	0	1651	40	3493	167	0	423	5	3800	299	0	491	189	10088	0	23731
LTCC1Feb	0	0	0	3	0	0	0	0	167	1	201	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	5	5	0	0	0	0	2	0	0	2	0	0	11	6	31	0	0	0	0	0	0	0	0	0	5	555	0	0	46	0	557	0	15	0	1	1	0	17	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	5	0	34	0	698	0	0	243	0	3	14	0	24	1	0	0	0	3	0	2	0	0	152	0	4	0	6	0	4	866	2	0	349	3	8	29	0	151	0	0	0	236	4	0	1143	0	2943	690	0	192	3	6016	246	3943	86	0	10220	10648	394	126	0	7128
LTCC1May	1	3	0	0	0	0	0	0	0	0	0	3	0	0	10	15	0	0	0	0	0	0	2	8	0	0	1	0	0	0	0	0	0	0	0	0	0	17	7	0	0	0	0	0	0	0	0	1	20	0	0	67	0	0	0	2	0	0	0	0	0	4	0	0	4	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	9	0	5052	7	7	43	0	0	0	2	0	1	4	10	3	6179	0	1	0	4	14	30	0	5	0	0	82	0	97	0	5	103	20	869	0	22	0	0	0	48	44	101	188	109	158	9	0	3828	2683	3905	12	22	109	0	17823	0	6481
LTCC1Nov	0	1	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	83	11	2	0	47826
LTCC2Aug	4	2	0	0	0	0	0	0	1	0	0	0	4	0	0	4	0	4	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	7	0	0	1	0	0	0	2	0	0	0	0	0	0	3	0	0	15	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	3	3	0	0	0	0	1	0	2	1	0	0	154	0	0	0	0	0	0	6	0	542	2	5	604	0	0	0	1	0	0	1586	8	0	4	0	4	0	4	4	7	0	7	0	5	4	0	4	2	1	466	1167	2	1	17	4	0	1328	1	6	0	3404	8	439	11	0	28	0	267	3	0	22	0	3474	0	34566
LTCC2Feb	0	0	0	2	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	3	4	0	0	0	0	2	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	8	0	343	0	7	1	0	0	0	2	0	0	0	0	0	0	0	525	0	0	0	1	0	0	0	1	0	0	0	0	5	0	0	6	0	0	0	0	3	0	322	0	7	0	0	375	4	0	7	0	9	289	0	0	4	3	7	3	1	0	4	0	3	0	17	0	3	464	2	0	6	0	755	5696	351	2	23	0	0	45	451	0	2480	3	3096	690	0	163	10	7358	5	2274	670	0	7664	8050	11	139	0	5872
LTCC2May	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3545	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	36	0	0	0	2	0	0	0	0	0	0	0	43	0	0	20	0	1	0	0	56	0	3	0	0	0	0	172	0	0	0	0	41	0	0	0	1	0	87	0	2	40	0	1465	2	48	1	0	0	0	150	0	0	0	96	1	0	177	897	0	343	0	267	189	0	0	510	5407	4841	21885
LTCC2Nov	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	36	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	1	17	0	0	6	0	0	21	0	0	0	1	5	0	0	0	86	0	0	10	24	0	0	0	0	6	3	63	21	9	7	3120	16430	2	28233
LTCC3Aug	8	4	0	0	0	3	0	0	0	0	0	0	7	13	0	16	0	9	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	127	0	0	23	0	19	0	0	0	0	0	3	0	0	24	0	0	0	0	0	0	4	0	0	0	0	3	0	10	0	27	39	0	0	0	0	0	0	0	2	0	0	0	124	0	316	0	0	80	403	7	0	0	0	0	7	0	8	4	0	2	3	0	0	0	0	0	0	19	0	118	8	15	12	77	0	0	44	151	3	166	29	0	9	0	34	0	65	9	3	0	133	0	15	125	2	24	1	2	191	133	16	0	37	7	9	27	225	367	73	2637	292	555	1410	0	371	1	657	154	94	39	0	4974	18	33622
LTCC3Feb	0	0	0	185	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	433	4	0	0	0	0	1	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8	146	1	0	10	0	0	1	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	1	0	0	0	0	353	0	0	2	0	0	0	0	26	0	2171	0	323	0	0	9	0	10	18	0	8	1	0	0	0	145	0	4	0	0	468	13	5	0	4	34	309	1717	1	0	240	0	11	22	0	199	0	0	0	50	9	1	440	0	1669	120	0	455	0	9644	971	2385	440	4	7278	11884	12	378	0	5325
LTCC3May	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	25	0	0	2094	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1662	0	2	1170	0	0	0	0	0	0	0	57	0	192	0	0	0	0	0	716	0	0	0	0	778	0	176	0	1118	129	7	766	5	4	2	0	0	1130	1212	2199	1320	0	11	1	0	3912	10	1348	1	0	1085	1	17659	0	9464
LTCC3Nov	0	6	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	34	0	249	0	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	48	0	0	0	1	0	146	78	769	1	489	31	0	0	62	0	0	0	0	298	4874	0	0	25	4502	1021	178	0	3935	2187	10442	18642
LTCMW1Aug	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	12	0	4	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	263	0	0	10	0	0	0	0	0	0	112	0	0	0	0	0	0	1	0	3	23	0	0	0	0	0	0	0	1	0	0	0	8	0	1	0	0	0	1	111	0	0	0	0	0	0	5	5	0	0	2	0	0	0	0	7	0	2	0	3	10	5	487	0	0	0	3	46	3	37	5	5	4	0	2	0	7	2	466	0	6	0	6	2	0	18	131	2	166	140	8	1	28	4	0	6	0	86	4	694	7	15934	1200	0	25	58	17576	1	1	35	1	1970	11	8474
LTCMW1Feb	0	0	0	3	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	2043	0	4	0	0	0	0	0	0	0	10	2682	0	0	0	0	3	0	0	0	0	0	13	8	2	0	0	0	0	0	0	0	0	0	0	7	0	13	0	0	14	2	1	0	5	1	0	2	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	9	0	0	0	0	5	0	22	0	9	0	0	15	0	9	23	0	16	4	0	0	0	2	0	10	0	0	10	0	2	0	3	1	4	26	0	25	9	0	14	87	2	7	69	0	0	5187	187	0	82	0	808	66	0	3231	19	463	22	8985	5638	0	5968	7800	15	590	0	3980
LTCMW1May	0	12	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	70	0	0	28	0	0	0	0	3493	0	2	2	0	0	0	263	0	0	0	0	60	0	2	0	0	0	1006	0	0	89	0	26	0	126	39	0	3	36	220	0	0	0	142	0	0	5701	1138	0	80	0	12738	1903	13	0	5225	5572	5362	4743
LTCMW1Nov	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	25	0	0	0	0	18350	0	0	2	2	0	4413	1	0	0	0	8740	0	0	0	0	11401	0	25
LTCMW2Aug	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	21	0	0	0	0	0	0	0	1	0	0	0	360	0	1	0	0	0	4	3	0	0	0	0	0	0	1	3	0	1	2	0	0	0	0	0	0	2	0	3	0	0	11	0	0	0	2	1	3	28	4	0	811	0	1	0	3	3	1	0	5	0	4	7	1	11	0	536	18	11	3	0	736	0	0	6	3	12	0	7189	0	8534	1680	0	55	0	19309	3	1	25	0	3759	0	5068
LTCMW2Feb	0	0	0	3	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	6	0	1158	0	0	7	0	0	0	0	17	23	0	0	0	0	117	0	0	0	0	0	1897	3	0	0	0	0	0	0	0	43	0	24	0	37	0	0	0	0	27	2	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	13	15	0	0	0	0	11	0	15	0	0	0	0	18	0	0	1144	0	3	0	0	3	0	25	7	123	0	0	17	0	13	1450	0	14	220	0	0	0	3	0	5	0	0	68	12	6	0	5	0	38	144	0	5	7	0	12	47	5	29	3	8	0	95	296	0	97	1	642	204	3	10132	69	1960	211	5012	2450	0	6424	8403	115	2396	0	2896
LTCMW2May	0	1	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	98	0	0	41	0	1	0	0	217	0	8	1	0	0	0	168	0	0	0	0	129	0	1	0	42	0	464	0	1	32	0	27	0	244	213	0	2	0	143	0	90	1	211	1	0	785	225	0	2169	0	2775	4122	6	1	13067	576	18244	3845
LTCMW2Nov	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1629	0	0	0	0	3	0	34	0	0	4407	0	0	0	0	0	0	0	16	0	0	1127	0	0	4278	0	0	0	1	1562	0	0	0	13533	0	0	869	25	0	0	0	0	720	567	8616	3	0	0	0	5785	14	1350
LTCMW3Aug	4	1	0	0	0	0	0	0	0	0	0	5	0	2	17	3	0	0	0	0	0	0	3063	5	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	35	0	1	0	0	10	90	0	0	0	0	0	2	0	0	0	0	0	6	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	2	4	20	0	0	0	0	0	2	78	5	1	453	0	0	0	5	14	68	0	2	0	0	3	0	113	0	0	8	1073	3	67	16	0	0	0	0	0	0	4209	104	7	2564	0	4	124	14	2	4	2	4	4207	0	31793
LTCMW3Feb	0	0	0	1	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	3	9	0	0	0	0	2	0	0	0	0	0	7	188	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	21	0	0	0	8	2	0	0	0	93	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	2178	0	0	3	13	0	0	0	8	0	16	0	11	0	0	6	0	928	1421	0	1378	6	1	0	0	0	0	5	0	0	8	0	2	0	3	0	4	23	0	0	2	12	5	26	2	32	1	0	0	6305	8	0	34	0	525	26	0	11097	80	503	406	2646	4463	0	5833	6175	12	288	0	3423
LTCMW3May	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	0	30	0	0	88	0	1	0	0	44	0	3	1	0	0	0	77	0	0	0	0	24	0	2	0	0	0	52	0	0	13	0	5	0	19	0	0	1	0	48	0	0	0	64	0	1	9479	50	0	17	19	10999	142	2	0	10270	10155	520	6043
LTCMW3Nov	0	1	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	37	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	348	0	15	0	0	0	0	0	80	1775	6948	0	697	0	0	0	339	0	1	0	0	4	285	0	9	13	1967	7858	165	0	1705	647	13724	9993
LTPC1Aug	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	1449	0	0	0	0	0	6305	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023	0	0	0	0	0	0	46	0	0	2152	1	0	0	0	0	4043	0	0	0	10	1	0	1081	0	0	57	262	7	10572	8	0	0	0	1	0	0	686	5	9	1053	0	23	1	20	5	0	15	0	4180	0	15206
LTPC1Feb	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	11	1	0	0	0	0	1	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	21	0	0	0	4	0	0	0	0	0	32	0	0	0	0	0	0	8	0	0	0	0	0	1	0	1	0	0	0	0	10	0	0	3	0	5	0	0	4	0	23	0	12	0	0	6	0	8	43	0	8	2	0	0	0	1	0	3	0	0	4	0	2397	0	3	0	2	323	0	0	7	0	1127	25	14	1460	1	0	0	12571	2	0	342	4	7598	1496	0	65	0	141	1577	6702	42	0	189	985	2865	173	0	7923
LTPC1May	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1791	0	0	0	0	0	0	6	0	0	0	0	0	41	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	105	0	0	90	0	0	0	0	31	0	1	2	8	72	0	0	0	0	0	56	0	0	0	0	5	0	0	0	11	7277	2	42	0	0	0	0	0	16	316	3569	102	1	2186	27	0	138	26	3271	1	1	36	0	9519	8	19451
LTPC1Nov	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	95	0	0	0	0	0	0	0	1	103	0	0	0	0	1	0	166	117	0	89	0	0	61	0	0	0	0	0	24	0	0	0	0	81	0	0	2	0	0	0	0	0	0	24	25	0	0	15	0	5	2820	0	0	0	0	0	221	64	144	41	0	87	0	0	0	0	0	0	0	0	326	251	39259
LTPC2Aug	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	77	0	22	0	0	0	2	0	0	0	0	0	0	1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0	1612	6	0	3780	0	1	0	0	0	81	0	0	0	0	3	0	5	0	0	33	5284	6	389	7	11	0	0	47	2	2	2810	0	1	46	0	6	1	8	0	0	8	1	1539	0	32254
LTPC2May	0	18	0	0	0	0	452	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1881	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	58	0	0	0	0	5	0	0	2	0	0	0	0	38	0	44	0	0	0	0	0	0	0	0	0	12	0	0	0	293	0	500	0	102	0	0	0	0	1311	195	45	149	51	0	0	156	943	2706	2084	32	6	2446	0	212	0	3906	1717	69	66	4038	8464	4062	12100
LTPC2Nov	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1717	0	53	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	31	2	76	0	207	0	0	0	26	0	0	0	0	415	62	0	0	654	8939	28	100	0	3495	6259	263	25915
LTPC3Aug	3	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	99	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	14	0	0	0	0	4	0	0	4	0	0	8	0	0	0	0	0	0	39	0	0	0	0	1	0	2910	0	15	118	5	1	0	0	0	74	0	3	0	0	6	1	26	0	0	18	2764	7	81	1	0	0	2	18	4	0	11866	1	21	278	0	12	45	53	24	0	19	205	5581	1	23824
LTPC3Feb	0	0	0	2	0	0	0	0	1	918	0	0	0	0	0	0	0	0	0	0	0	1	0	0	23	0	0	0	0	2	0	0	0	0	0	1	0	0	1776	0	0	0	0	1522	0	0	0	0	0	0	30	0	16	7	12	0	53	0	0	10	4	9	0	0	0	0	3	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	13	0	0	4	0	10	21	3	0	0	0	0	0	12	0	11	177	0	0	0	1	0	0	0	0	89	14	0	0	6	0	0	398	4	0	2	5	0	0	0	1794	13	8	0	8646	333	0	130	244	643	11	20	1377	176	202	104	6647	8	4	1047	955	3380	317	0	17048
